address,latitude,longitude,name,province
3120 Niagara Falls Blvd,43.039404,-78.824138,McDonald's,NY
280 N Broadway,40.777408,-73.529924,McDonald's,NY
262 Canal St,40.718509999999995,-74.00115699999999,McDonald's,NY
274 Genesee St,43.07858,-75.650915,McDonald's,NY
265 Nassau Rd,40.679047,-73.58957099999999,McDonald's,NY
262 Grider St,42.921504999999996,-78.82911700000001,McDonald's,NY
2554 Central Park Ave,40.982557,-73.828288,McDonald's,NY
2341 Ridge Rd W,43.208938,-77.690354,McDonald's,NY
255 Carder Lane Rd,43.074814,-75.098029,McDonald's,NY
2410 Coney Island Ave,40.598167,-73.961241,McDonald's,NY
241 W Ferry St,42.91523,-78.89230500000001,McDonald's,NY
241 W Ferry St,42.91523,-78.89230500000001,McDonald's,NY
2361 Hempstead Tpke,40.72495,-73.54767,McDonald's,NY
2240 Flatbush Ave,40.615378,-73.928896,McDonald's,NY
205 Delaware St,42.168416,-75.13309,McDonald's,NY
2058 Elmwood Ave,42.953142,-78.878979,McDonald's,NY
3400 Aramingo Ave,39.99126,-75.101455,Subway,PA
2201 Walnut St,39.950944,-75.177461,Subway,PA
957 Main St,41.716538,-71.5235,Domino's Pizza,RI
14421 Euclid Ave,41.53074,-81.582196,Rally's,OH
11607 Buckeye Rd,41.481224,-81.602655,Rally's,OH
1345 Vernon Odom Blvd,41.065056,-81.570238,Rally's,OH
1345 Vernon Odom Blvd,41.065056,-81.570238,Rally's,OH
1701 Sunrise Hwy,40.740276,-73.24741800000001,Checkers,NY
136 Sunrise Hwy,40.702989,-73.376663,Checkers,NY
643 N Marine Blvd,34.761342,-77.41535999999999,Checkers,NC
149 S Bragg Blvd,35.166031,-78.97192700000001,Checkers,NC
4430 E Thomas Rd,33.480693,-111.985721,McDonald's,AZ
8220 W Indian School Rd,33.494692,-112.237305,McDonald's,AZ
7575 W Lower Buckeye Rd,33.422931,-112.22293700000002,McDonald's,AZ
650 E Bell Rd,33.640785,-112.06606799999999,McDonald's,AZ
3455 W Peoria Ave,33.581495000000004,-112.13360700000001,McDonald's,AZ
29555 N Cave Creek Rd,33.752474,-111.992502,McDonald's,AZ
5750 W Thomas Rd,33.480529,-112.183653,McDonald's,AZ
3130 E Broadway Rd,33.407506,-112.013806,McDonald's,AZ
3130 E Broadway Rd,33.407506,-112.013806,McDonald's,AZ
3721 E Thomas Rd,33.480432,-112.001577,McDonald's,AZ
2225 W Deer Valley Rd,33.683725,-112.107786,McDonald's,AZ
2225 W Deer Valley Rd,33.683725,-112.107786,McDonald's,AZ
2130 W Southern Ave,33.393527,-111.87784099999999,McDonald's,AZ
9119 W Union Hills Dr,33.652458,-112.256095,McDonald's,AZ
6762 W Camelback Rd,33.50931,-112.20508500000001,McDonald's,AZ
900 W Riverside Dr,34.150392,-114.289281,McDonald's,AZ
8325 W Deer Valley Rd,33.681067999999996,-112.238446,McDonald's,AZ
470 W Mariposa Rd,31.366015,-110.941268,McDonald's,AZ
2665 S Alma School Rd,33.366153000000004,-111.858475,McDonald's,AZ
411 N Val Vista Dr,33.423251,-111.753504,McDonald's,AZ
4200 W Sample Rd,26.27378,-80.18244399999999,McDonald's,FL
3264 E Andy Devine Ave,35.21911,-114.00901999999999,McDonald's,AZ
5605 W Northern Ave,33.553084999999996,-112.17976000000002,McDonald's,AZ
5842 W Olive Ave,33.567481,-112.18517,McDonald's,AZ
5060 W Cactus Rd,33.596773999999996,-112.16812,McDonald's,AZ
347 S Gulfview Blvd,27.971953999999997,-82.829188,McDonald's,FL
1536 N Higley Rd,33.378145,-111.722807,McDonald's,AZ
18250 NW 27th Ave,25.940154,-80.245387,McDonald's,FL
18584 Us Highway 19 N,27.941432,-82.73105,McDonald's,FL
1222 Cape Coral Pkwy E,26.562588,-81.949763,McDonald's,FL
1470 N Broadway Ave,27.908842,-81.843377,McDonald's,FL
845 S Broad St,28.547807000000002,-82.39926,McDonald's,FL
9858 S Military Trl,26.529084,-80.122351,McDonald's,FL
9858 S Military Trl,26.529084,-80.122351,McDonald's,FL
5299 33rd St E,27.447452000000002,-82.521838,McDonald's,FL
2911 53rd Ave E,27.447631,-82.52668100000001,McDonald's,FL
2010 S Waukesha St,30.775648999999998,-85.68227399999999,McDonald's,FL
1610 S Congress Ave,26.512765,-80.089648,McDonald's,FL
1681 Rock Springs Rd,28.708264,-81.508696,McDonald's,FL
700 S 10th St,36.731453,-84.166241,McDonald's,KY
10950 Fellsmere Rd,27.768328999999998,-80.549402,Dairy Queen,FL
487 Pendleton Rd,38.449673,-85.292527,McDonald's,KY
998 Breckenridge Ln,38.233964,-85.64014499999999,McDonald's,KY
2450 W New Haven Ave,28.079289000000003,-80.661749,McDonald's,FL
5812 University Blvd W,30.274359000000004,-81.60596899999999,Dairy Queen,FL
5812 University Blvd W,30.274359000000004,-81.60596899999999,Dairy Queen,FL
5947 Merrill Rd,30.352039,-81.597484,Dairy Queen,FL
8410 Citrus Park Dr,28.065492,-82.577506,Dairy Queen,FL
4599 Gulf Blvd,27.72055,-82.739416,Dairy Queen,FL
1900 Plaza Dr,41.257038,-85.853286,Dairy Queen,IN
212 Mill St,38.673105,-86.914665,Dairy Queen,IN
1839 Cassopolis St,41.708771,-85.972073,Dairy Queen,IN
1010 S Monticello St,41.044096,-86.598511,Dairy Queen,IN
463 S Elm St,34.199907,-83.453673,Dairy Queen,GA
1519 Norman Berry Dr,33.68375,-84.43814,Dairy Queen,GA
1010 Veterans Memorial Hwy SW,33.818811,-84.58337900000001,Dairy Queen,GA
4400 Ashford Dunwoody Rd NE,33.923765,-84.338115,Dairy Queen,GA
376 Oak St,33.951792,-83.36300200000001,Dairy Queen,GA
1076 W Broad St,33.954404,-83.390363,Dairy Queen,GA
4890 Peachtree Industrial Blvd,33.968101000000004,-84.19494499999999,Dairy Queen,GA
415 S Davis St,31.203375,-83.250665,Dairy Queen,GA
2270 S Ridgewood Ave,29.168440000000004,-81.000414,Dairy Queen,FL
1814 Central Ave,42.730804,-73.847902,McDonald's,NY
1814 Central Ave,42.730804,-73.847902,McDonald's,NY
1212 S Parrott Ave,27.232108,-80.829964,Dairy Queen,FL
2010 Bartow Ave,40.869027,-73.830529,McDonald's,NY
1997 3rd Ave,40.793822,-73.942653,McDonald's,NY
20 Welcher Ave,41.270387,-73.935556,McDonald's,NY
18 E 42nd St,40.752943,-73.980356,McDonald's,NY
1724 Middle Country Rd,40.860103,-73.07307800000001,McDonald's,NY
1726 Pine Ave,43.096744,-79.04016800000001,McDonald's,NY
1726 Pine Ave,43.096744,-79.04016800000001,McDonald's,NY
1531 Fulton St,40.679992,-73.939823,McDonald's,NY
17 Ernst Pl,42.767682,-78.629373,McDonald's,NY
136 W 3rd St,40.730757000000004,-74.001115,McDonald's,NY
1651 Broadway,40.762606,-73.983729,McDonald's,NY
1510 Deer Park Ave,40.748132,-73.324162,McDonald's,NY
50660 Valley Centre Blvd,40.074273,-80.872536,Burger King,OH
155 S Broadway,40.927281,-73.895971,McDonald's,NY
1255 Grand Ave,40.679658,-73.614801,McDonald's,NY
1467 Rockaway Pkwy,40.644484000000006,-73.901599,McDonald's,NY
1450 Lyell Ave,43.166182,-77.66158399999999,McDonald's,NY
1450 Lyell Ave,43.166182,-77.66158399999999,McDonald's,NY
1317 Castle Hill Ave,40.835001,-73.851924,McDonald's,NY
1380 Broadway,40.68925,-73.921634,McDonald's,NY
13 W Suffolk Ave,40.790177,-73.20411800000001,McDonald's,NY
1338 Main St,42.91018,-78.867002,McDonald's,NY
1340 E Kemper Rd,39.286460999999996,-84.44905200000001,Burger King,OH
101 Plaza Dr,40.077473,-80.917412,Burger King,OH
7677 Broadview Rd,41.357151,-81.683976,Burger King,OH
326 W Main St,41.019139,-84.050565,Burger King,OH
14101 Cedar Rd,41.501359,-81.532359,Burger King,OH
605 W Central Ave,39.561884,-84.25595600000001,Burger King,OH
2115 Michigan St,40.287771,-84.18685500000001,Burger King,OH
5760 Ridge Rd,41.405705,-81.734544,Burger King,OH
1255 N 21st St,40.082344,-82.428053,Burger King,OH
5343 Youngstown Warren Rd,41.212008000000004,-80.756043,Burger King,OH
915 N Chapel St,40.843272999999996,-81.259345,Burger King,OH
2296 Scott St,41.409842,-84.132003,Burger King,OH
15401 W High St,41.462919,-81.091988,Burger King,OH
18000 Bagley Rd,41.373042,-81.826072,Burger King,OH
1095 S Washington St,40.541422999999995,-81.91635600000001,Burger King,OH
2828 Medina Rd,41.136223,-81.779399,Burger King,OH
2639 Lincoln Way E,40.797232,-81.48569499999999,Burger King,OH
12 Massillon Marketplace Dr SW,40.767534000000005,-81.521895,Burger King,OH
1022 Ashland Rd,40.774042,-82.4796,Burger King,OH
2490 Shawnee Rd,40.704117,-84.151401,Burger King,OH
925 62nd Ave N,27.829294,-82.647538,McDonald's,FL
300 38th Ave N,27.806434999999997,-82.637783,McDonald's,FL
6855 Gulf Blvd,27.738689,-82.748632,McDonald's,FL
3501 34th St S,27.736037,-82.679358,McDonald's,FL
5371 Lake Michigan Dr,42.972482,-85.918407,McDonald's,MI
1422 W Jefferson St,30.587528000000002,-84.594174,McDonald's,FL
2601 Thonotosassa Rd,28.025358,-82.149999,McDonald's,FL
6927 Silver Star Rd,28.577995,-81.474828,McDonald's,FL
717 Harrison Ave,30.160953999999997,-85.660335,McDonald's,FL
2120 W Fairfield Dr,30.445386,-87.241036,McDonald's,FL
2120 W Fairfield Dr,30.445386,-87.241036,McDonald's,FL
12480 Pines Blvd,26.007641,-80.313251,McDonald's,FL
699 10th St E,27.521155,-82.557637,McDonald's,FL
1040 Malabar Rd NE,27.998677,-80.642289,McDonald's,FL
8060 S Orange Ave,28.452664000000002,-81.364823,McDonald's,FL
6003 W Vernor Hwy,42.316084000000004,-83.10601199999999,McDonald's,MI
6003 W Vernor Hwy,42.316084000000004,-83.10601199999999,McDonald's,MI
56915 Van Dyke Ave,42.713055,-83.0353,McDonald's,MI
5500 W D Ave,42.375811,-85.669864,McDonald's,MI
5625 Sashabaw Rd,42.72123,-83.379183,McDonald's,MI
5375 E Court St N,43.018913,-83.601876,McDonald's,MI
5530 Gull Rd,42.323392,-85.521877,McDonald's,MI
520 E Walton Blvd,42.677419,-83.281868,McDonald's,MI
5008 State St,43.436839,-84.014903,McDonald's,MI
5225 N Grand River Ave,42.769534,-84.600668,McDonald's,MI
5225 N Grand River Ave,42.769534,-84.600668,McDonald's,MI
531 68th St SW,42.840913,-85.67575699999999,McDonald's,MI
478 N Main St,43.341157,-83.738219,McDonald's,MI
4885 Garfield Rd,43.59953,-84.089504,McDonald's,MI
4885 Garfield Rd,43.59953,-84.089504,McDonald's,MI
3814 Plainfield Ave NE,43.032558,-85.625024,McDonald's,MI
450 W Sanilac Rd,43.420893,-82.847988,McDonald's,MI
4596 32nd Ave,42.854807,-85.86107700000001,McDonald's,MI
4310 Stadium Dr,42.270723,-85.640648,McDonald's,MI
4315 Lake Michigan Dr NW,42.972252000000005,-85.774162,McDonald's,MI
4315 Lake Michigan Dr NW,42.972252000000005,-85.774162,McDonald's,MI
4240 E 14 Mile Rd,42.535529,-83.065127,McDonald's,MI
4180 Fort St,42.222747999999996,-83.181445,McDonald's,MI
3719 Davison Rd,43.033107,-83.639926,McDonald's,MI
415 28th St SE,42.912842,-85.656138,McDonald's,MI
4131 W Pierson Rd,43.060634,-83.758043,McDonald's,MI
4141 17 Mile Rd NE,43.219901,-85.567583,McDonald's,MI
39700 Five Mile Rd,42.395953999999996,-83.435564,McDonald's,MI
39700 Five Mile Rd,42.395953999999996,-83.435564,McDonald's,MI
401 W Us Highway 2,45.787679,-87.91586099999999,McDonald's,MI
3950 Baldwin Rd,42.701584999999994,-83.306538,McDonald's,MI
3900 S Sprinkle Rd,42.252592,-85.53089,McDonald's,MI
3917 Alpine Ave NW,43.034440000000004,-85.689646,McDonald's,MI
3700 Dixie Hwy,43.398503000000005,-83.910855,McDonald's,MI
3700 Dixie Hwy,43.398503000000005,-83.910855,McDonald's,MI
3355 West Rd,42.141018,-83.209491,McDonald's,MI
22785 M 86,41.922309000000006,-85.51207600000001,McDonald's,MI
30807 Woodward Ave,42.515692,-83.184326,McDonald's,MI
2829 W 14 Mile Rd,42.532578,-83.180447,McDonald's,MI
2930 Tittabawassee Rd,43.480022,-83.973321,McDonald's,MI
2775 Eaton Rapids Rd,42.662531,-84.59128299999999,McDonald's,MI
26730 Eureka Rd,42.196571,-83.299251,McDonald's,MI
2727 28th St SW,42.91381,-85.732416,McDonald's,MI
2652 Alpine Ave NW,43.01017,-85.68874100000001,McDonald's,MI
23333 Eureka Rd,42.197773,-83.259322,McDonald's,MI
2468 S Airport Rd W,44.733567,-85.62477700000001,McDonald's,MI
22333 E 9 Mile Rd,42.46653,-82.896297,McDonald's,MI
22172 West Rd,42.138674,-83.248653,McDonald's,MI
2234 Orchard Lake Rd,42.612451,-83.328088,McDonald's,MI
2205 W Grand River Ave,42.614761,-83.95943199999999,McDonald's,MI
16 W Ohio St,41.89245,-87.62873499999999,Subway,IL
5853 S Kedzie Ave,41.787146,-87.70338000000001,Subway,IL
701 Sutter St,37.788837,-122.412042,Subway,CA
4019 N Lincoln Ave,41.954921999999996,-87.67904399999999,Subway,IL
2750 W Devon Ave,41.997572,-87.698863,Subway,IL
1857 El Camino Real,37.595665999999994,-122.38530300000001,Subway,CA
653 Kearny St,37.79422,-122.40478300000001,Subway,CA
99 Drumm St,37.794523,-122.39666000000001,Subway,CA
25520 Outer Dr,42.265307,-83.17345300000001,Subway,MI
101 Spear St,37.792501,-122.39398500000001,Subway,CA
1199 Sutter St,37.787813,-122.42003600000001,Subway,CA
9655 Gratiot Ave,42.392481,-83.005664,Subway,MI
18649 Devonshire St,34.257252,-118.539464,Subway,CA
2424 Midway Dr,38.446073,-122.68661200000001,Subway,CA
454 Appian Way,37.978821,-122.295056,Subway,CA
5085 Redwood Dr,38.361959000000006,-122.71439699999999,Subway,CA
12343 San Pablo Ave,37.936015999999995,-122.32556100000001,Subway,CA
3636 W Broad St,39.954176000000004,-83.097808,McDonald's,OH
355 S Main St,39.526697999999996,-84.089636,McDonald's,OH
3550 E Broad St,39.973152,-82.906317,McDonald's,OH
3411 Cleveland Ave,40.037171,-82.962908,McDonald's,OH
3273 Manchester Rd,41.010905,-81.554322,McDonald's,OH
3211 Clark Ave,41.469834999999996,-81.704819,McDonald's,OH
3181 Greenwich Rd,41.025814000000004,-81.639951,McDonald's,OH
3157 Dayton Xenia Rd,39.725296,-84.049767,McDonald's,OH
3005 E Livingston Ave,39.946927,-82.915931,McDonald's,OH
300 Hanover St,40.095808,-80.722776,McDonald's,OH
2841 Bishop Rd,41.584368,-81.479892,McDonald's,OH
279 S Sandusky St,40.289972999999996,-83.067971,McDonald's,OH
2739 Maple Ave,39.972631,-82.011199,McDonald's,OH
2750 Bethel Rd,40.065343,-83.09207099999999,McDonald's,OH
2724 Salt Springs Rd,41.142953000000006,-80.721882,McDonald's,OH
2724 Salt Springs Rd,41.142953000000006,-80.721882,McDonald's,OH
265 S Main St,41.285184,-82.217596,McDonald's,OH
2455 Shawnee Rd,40.704726,-84.151404,McDonald's,OH
23321 Broadway Ave,41.367712,-81.509929,McDonald's,OH
2351 N Verity Pkwy,39.526707,-84.383341,McDonald's,OH
2290 Waycross Rd,39.280373,-84.56379,McDonald's,OH
219 N Chapel St,40.837971,-81.259615,McDonald's,OH
2210 S Limestone St,39.896227,-83.811167,McDonald's,OH
213 Main St,39.970124,-81.53112,McDonald's,OH
2118 Cleveland Rd W,41.407804,-82.578144,McDonald's,OH
21 S 3rd St,40.057139,-82.402302,McDonald's,OH
2001 Hospital Dr,39.082663000000004,-84.150118,McDonald's,OH
20 N Canal St,41.188412,-80.977783,McDonald's,OH
1920 Harding Hwy,40.730709000000004,-84.069748,McDonald's,OH
1921 Tiffin Ave,41.053452,-83.610926,McDonald's,OH
1850 Scott St,41.403644,-84.132007,McDonald's,OH
1850 Franklin St,40.451079,-80.608551,McDonald's,OH
1801 W State St,41.355886,-83.134343,McDonald's,OH
1780 S Main St,40.334568,-83.76167099999999,McDonald's,OH
514 State St,41.336453000000006,-88.839526,The New Chalet,IL
2170 S Federal Blvd,39.677191,-105.024172,Blackjack Pizza,CO
127 S Black Horse Pike,39.6872,-74.991,Domino's Pizza,NJ
90 E 2nd S,42.654590999999996,-111.59835600000001,Subway,ID
663 S Main St,43.598304999999996,-116.392619,Subway,ID
565 Jensen Grove Dr,43.19852,-112.35753999999999,Subway,ID
476534 Highway 95,48.299045,-116.547822,Subway,ID
3050 E Mullan Ave,47.713801000000004,-116.907026,Subway,ID
233 Swan Valley Hwy,43.608755,-111.80016100000002,Subway,ID
1890 E Fairview Ave,43.61985,-116.370787,Subway,ID
1789 W Franklin Rd,43.604688,-116.416375,Subway,ID
1553 Kimberly Rd,42.548614,-114.454439,Subway,ID
103 E Main St,43.706446,-116.621738,Subway,ID
40100 Washington St,33.756593,-116.30230300000001,Subway,CA
5760 Wiles Rd,26.286061,-80.203049,Gyromania Grill,FL
1545 W County Road 200 N,39.013976,-85.6406,Pizza Hut,IN
506 Sagamore Pkwy W,40.453309000000004,-86.914212,Pizza Hut,IN
2013 S Western Ave,40.543091,-85.673742,Pizza Hut,IN
110 E Winslow Rd,39.135856,-86.528529,Pizza Hut,IN
2703 S Madison St,40.170325,-85.381612,Pizza Hut,IN
125 S Franklin Rd,39.167091,-86.570882,Pizza Hut,IN
8210 Windfall Ln,39.643382,-86.331252,Pizza Hut,IN
440 N Morton St,39.485432,-86.06419100000001,Pizza Hut,IN
2597 E Main St,39.712779,-86.369734,Pizza Hut,IN
10940 Lee Highway,38.853833,-77.321556,Five Guys,VA
508 Pisgah Church Rd,36.131683,-79.798913,McDonald's,NC
461 Pineola St,36.081696,-81.928762,McDonald's,NC
450 E Us Highway 64,35.116259,-83.939657,McDonald's,NC
4343 Park Rd,35.172458,-80.850849,McDonald's,NC
3919 Bienville Blvd,30.409148,-88.759367,McDonald's,MS
409 W Franklin St,35.910663,-79.062139,McDonald's,NC
404 Western Blvd,34.768507,-77.384327,McDonald's,NC
400 S Church St,35.594032,-78.129035,McDonald's,NC
3903 Hanging Moss Rd,32.355719,-90.179899,McDonald's,MS
3752 Wesleyan Blvd,36.023494,-77.76948399999999,McDonald's,NC
3815 Ramsey St,35.1128,-78.880074,McDonald's,NC
3815 Ramsey St,35.1128,-78.880074,McDonald's,NC
3601 High Point Rd,36.039652000000004,-79.848777,McDonald's,NC
3508 W Millbrook Rd,35.863464,-78.711219,McDonald's,NC
329 S Bickett Blvd,36.094869,-78.297351,McDonald's,NC
3410 Cooperative Way,35.617253999999996,-77.60483599999999,McDonald's,NC
3058 Eastway Dr,35.213291999999996,-80.781724,McDonald's,NC
3058 Eastway Dr,35.213291999999996,-80.781724,McDonald's,NC
3026 Capital Blvd,35.820417,-78.591131,McDonald's,NC
3003 Grand Ave,45.784209000000004,-108.590538,McDonald's,MT
33676 Yucaipa Blvd,34.034167,-117.069777,Subway,CA
815 E Broadway St,35.988456,-96.592597,Subway,OK
7727 S Sunnylane Rd,35.387596,-97.441224,Subway,OK
708 E Main St,35.439904,-95.97344,Subway,OK
600 W Blue Starr Dr,36.321839000000004,-95.610373,Subway,OK
515 S Van Buren St,36.39212,-97.890148,Subway,OK
1714 W Market St,41.111635,-83.20495,McDonald's,OH
1715 Eastern Ave,38.820383,-82.179082,McDonald's,OH
1650 Copley Rd,41.083624,-81.581675,McDonald's,OH
1638 Maysville Ave,39.915259000000006,-82.013678,McDonald's,OH
1600 Marion Mount Gilead Rd,40.581126,-83.08599699999999,McDonald's,OH
1589 W Broad St,39.956499,-83.04225500000001,McDonald's,OH
1586 S Washington St,40.521968,-81.921236,McDonald's,OH
1560 E Alexis Rd,41.722955,-83.511728,McDonald's,OH
1540 Broadway St,41.630987,-83.556453,McDonald's,OH
1504 Claremont Ave,40.853995,-82.336519,McDonald's,OH
1520 Cherry St,41.663472999999996,-83.537284,McDonald's,OH
1505 Main St,39.426065,-84.596598,McDonald's,OH
1501 N Keowee St,39.785259,-84.188891,McDonald's,OH
1455 N Cassady Ave,40.000059,-82.930458,McDonald's,OH
1451 E Main St,39.71409,-82.573565,McDonald's,OH
1429 Marion Waldo Rd,40.563441,-83.119687,McDonald's,OH
14225 Airport Hwy,41.581165999999996,-83.880973,McDonald's,OH
1401 Leesburg Ave,39.526723,-83.45474499999999,McDonald's,OH
1401 Leesburg Ave,39.526723,-83.45474499999999,McDonald's,OH
1407 N Main St,40.891462,-81.406256,McDonald's,OH
1335 N 21st St,40.085305,-82.427595,McDonald's,OH
1320 Mercy Dr NW,40.811752,-81.39709,McDonald's,OH
1206 Indiana Ave,40.550896,-84.40456999999999,McDonald's,OH
877 E Pittsburgh St,40.302163,-79.5232,Boston Market,PA
210 N Black Horse Pike,39.883884,-75.086959,Domino's Pizza,NJ
4001 W Washington St,39.758928000000004,-86.230288,Subway,IN
1135 N Arlington Ave,39.78335,-86.064272,Subway,IN
936 E Hanna Ave,39.708240999999994,-86.143684,Subway,IN
12724 Highway 190 W,30.534428000000002,-91.410276,McDonald's,LA
150 Lobdell Hwy,30.449368,-91.244576,McDonald's,LA
810 W Pine St,30.437704999999998,-90.45244,McDonald's,LA
810 W Pine St,30.437704999999998,-90.45244,McDonald's,LA
3025 Elysian Fields Ave,29.989078999999997,-90.05828199999999,McDonald's,LA
2757 Canal St,29.966245,-90.088213,McDonald's,LA
1614 Sterlington Rd,32.53774,-92.078675,McDonald's,LA
6401 Airline Dr,29.977312,-90.203482,McDonald's,LA
301 Veterans Memorial Blvd,30.000644,-90.125751,McDonald's,LA
295 San Antonio Ave,31.567605,-93.48866,McDonald's,LA
2045 Florida St,30.363813,-90.062168,McDonald's,LA
625 E Prien Lake Rd,30.198265000000003,-93.213693,McDonald's,LA
4212 Ryan St,30.180909999999997,-93.218535,McDonald's,LA
6801 Johnston St,30.147333000000003,-92.096528,McDonald's,LA
2602 Broad St,30.227565999999996,-93.18003399999999,McDonald's,LA
300 W Esplanade Ave,30.022966999999998,-90.269387,McDonald's,LA
3001 Barrow St,29.570062,-90.722815,McDonald's,LA
999 Highway 80,32.546898,-93.54129300000001,McDonald's,LA
915 N Airline Hwy,30.239388,-90.914676,McDonald's,LA
707 N Main St,32.780256,-92.40551500000001,McDonald's,LA
3529 Apalachee Pkwy,30.427688,-84.214265,Taco Bell,FL
3535 35th Avenue,37.79375,-122.20116000000002,Taco Bell,CA
357 W Atlantic Blvd,26.231959000000003,-80.12870600000001,Taco Bell,FL
357 W Atlantic Blvd,26.231959000000003,-80.12870600000001,Taco Bell,FL
3595 Biscayne Blvd,25.810382,-80.189208,Taco Bell,FL
3595 Biscayne Blvd,25.810382,-80.189208,Taco Bell,FL
3600 4th Street North,27.805096000000002,-82.638947,Taco Bell,FL
3595 S Durango Dr,36.124552,-115.27937299999999,Taco Bell,NV
3595 S Durango Dr,36.124552,-115.27937299999999,Taco Bell,NV
397 Santa Rosa,35.287564,-120.66469099999999,Taco Bell,CA
398 Market Square Drive,38.626929,-83.790875,Taco Bell,KY
3995 S 3rd St,35.039654999999996,-90.06955500000001,Taco Bell,TN
400 Oriskany Blvd,43.114231,-75.27634,Taco Bell,NY
400 Terry Rich Blvd,40.728590000000004,-76.193586,Taco Bell,PA
139 Flatbush Ave,40.684698,-73.97681899999999,Mc Donalds,NY
139 Flatbush Ave,40.684698,-73.97681899999999,Mc Donalds,NY
17070 Hawthorne Blvd,33.875992,-118.352049,Yoshinoya,CA
845 Blowing Rock Blvd,35.926072999999995,-81.527734,China Garden,NC
4304 Outer Loop,38.137892,-85.681627,Taco Bell,KY
825 Dulaney Valley Rd Ste 3285,39.403864,-76.59874,Chick-fil-A,MD
8609 Westheimer Rd,29.736944,-95.517753,Chick-fil-A,TX
4312 US Highway 19,28.221813,-82.734267,Taco Bell,FL
4328 Sunset Blvd,34.014416,-81.154322,Taco Bell,SC
4330 Elvis Presley Blvd,35.030769,-90.024765,Taco Bell,TN
4343 Sunrise Blvd,38.644489,-121.272724,Taco Bell,CA
4343 Sunrise Blvd,38.644489,-121.272724,Taco Bell,CA
4341 South 1st Street,32.451319,-99.780855,Taco Bell,TX
4347 W Saginaw Hwy,42.74057,-84.61094200000001,Taco Bell,MI
4345 W Camp Wisdom Rd,32.66235,-96.890538,Taco Bell,TX
4418 Chantilly Place,38.886621000000005,-77.44445,Taco Bell,VA
4388 South Laburnum Avenue,37.529229,-77.358994,Taco Bell,VA
44 N Lake Havasu Ave,34.475184000000006,-114.34466599999999,Taco Bell,AZ
4400 S Clear Creek Rd,31.095156,-97.805963,Taco Bell,TX
4400 S Clear Creek Rd,31.095156,-97.805963,Taco Bell,TX
4422 Kukui Grove St,21.972648,-159.378066,Taco Bell,HI
444 E Thompson Road,39.693524,-86.149333,Taco Bell,IN
702 Plaza Dr,41.617205,-87.044616,Taco Bell,IN
702 S Meridian,47.185741,-122.293958,Taco Bell,WA
705 N State Hwy 47,38.819392,-91.141411,Taco Bell,MO
705 W Arrow Highway,34.106839,-117.81915,Taco Bell,CA
710 N Black Horse Pike,39.888197999999996,-75.088329,Taco Bell,NJ
710 N Black Horse Pike,39.888197999999996,-75.088329,Taco Bell,NJ
710 N Black Horse Pike,39.888197999999996,-75.088329,Taco Bell,NJ
508 E Landry St,30.533820000000002,-92.08819,Mama's Fried Chicken,LA
1630 Gateway Blvd,38.259836,-122.057588,Panda Express,CA
5353 Katella Ave,33.80307,-118.04045900000001,Panda Express,CA
904 Hamilton Rd,34.133233000000004,-117.98623799999999,Panda Express,CA
904 Hamilton Rd,34.133233000000004,-117.98623799999999,Panda Express,CA
6851 Amador Plaza Rd,37.704737,-121.92742,Panda Express,CA
441 Magnolia Ave,33.853749,-117.563023,Panda Express,CA
2560 El Camino Real,33.179953999999995,-117.32515900000001,Panda Express,CA
2234 Lincoln Ave,34.184154,-118.15968000000001,Panda Express,CA
6370 E Golf Links Rd,32.191395,-110.85621599999999,Panda Express,AZ
50 Telep Ave,40.335515,-104.924456,Taco Bell,CO
500 Liberty St,36.696902,-79.87424,Taco Bell,VA
500 N Mississippi,34.779222999999995,-96.669591,Taco Bell,OK
5002 Foothills Blvd,38.760063,-121.310523,Taco Bell,CA
501 15th St NE,47.321121999999995,-122.22367,Taco Bell,WA
5049 Northland Dr,43.05429,-85.580477,Taco Bell,MI
5066 State St,43.437241,-84.01602700000001,Taco Bell,MI
5080 Cherokee St,34.076137,-84.676287,Taco Bell,GA
511 Old Country Rd,40.747139000000004,-73.59445600000001,Taco Bell,NY
5109 International Dr,28.471563,-81.45095500000001,Taco Bell,FL
805 E Main St,43.651497,-93.360254,China Restaurant,MN
7963 Broadway,32.742228999999995,-117.02693400000001,Baskin-Robbins,CA
419 N Davis Dr,32.628151,-83.61341,Taco Bell,GA
419 N Davis Dr,32.628151,-83.61341,Taco Bell,GA
420 South Main St,38.210512,-86.86454300000001,Taco Bell,IN
4200 W Tennessee St,30.460075,-84.356611,Taco Bell,FL
4210 S Noland Rd,39.043623,-94.415663,Taco Bell,MO
4248 Dale Blvd,38.646533000000005,-77.337168,Taco Bell,VA
4248 Dale Blvd,38.646533000000005,-77.337168,Taco Bell,VA
425 NE Stadium Way,46.738732,-117.17106899999999,Taco Bell,WA
425 Wright Rd,43.082097,-88.762685,Taco Bell,WI
4269 17 Mile Road SE,43.220365,-85.563948,Taco Bell,MI
4292 Washington Rd,33.534703,-82.12697,Taco Bell,GA
1058 W 6th St,33.876871,-117.582378,Burger Basket,CA
6165 N Keystone Ave,39.867174,-86.121708,Taco Bell,IN
6200 Baltimore National Pike,39.284038,-76.750477,Taco Bell,MD
621 W Henderson St,32.345524,-97.394348,Taco Bell,TX
621 W Henderson St,32.345524,-97.394348,Taco Bell,TX
